,ID,timestamp,z1,z2,action,reward,state1,state2,state3
0,1.0,1.0,0.0,1.0,,,3.1243453636632417,0.8882435863499246,0.9718282477365443
1,1.0,2.0,0.0,1.0,1.0,7.337698419705333,1.9963269755211888,4.061796534477038,1.7763872616467902
2,1.0,3.0,0.0,1.0,0.0,8.85926126394184,2.659804933832053,3.083692357753627,3.285351555756346
3,1.0,4.0,0.0,1.0,0.0,9.846706726444282,3.4824817448691765,3.038571091516759,1.8862116828603581
4,1.0,5.0,0.0,1.0,0.0,8.211236847950138,3.9181008369448413,1.9154004858924343,2.0595167913938934
5,1.0,6.0,0.0,1.0,1.0,8.515771252919556,3.354236536738558,2.5100714798634973,1.6191531605977796
6,1.0,7.0,0.0,1.0,1.0,8.7478755252531,3.6977998184668,2.7293870869508607,2.446610452074471
7,1.0,8.0,0.0,1.0,1.0,11.196558396289234,3.8441453971299855,2.941037978471451,2.0997923235505267
8,1.0,9.0,0.0,1.0,0.0,9.982921339826731,3.352740773541689,1.8354631398401113,3.4260361833916098
9,1.0,10.0,0.0,1.0,0.0,11.389897882106656,1.619704495091255,5.1667646473846185,0.28270981250649907
10,1.0,11.0,0.0,1.0,1.0,7.938830070373298,3.2467263291509574,3.615483543230119,3.500948301549457
11,2.0,1.0,0.0,1.0,,,0.4270313778438295,2.3654076293246784,-0.8015386968802827
12,2.0,2.0,0.0,1.0,0.0,2.077871000577193,0.6180851779590617,-0.8548351941587649,-0.3050590523666692
13,2.0,3.0,0.0,1.0,0.0,-0.5189332750357044,1.2478808824331722,-0.6109823770237086,-0.08602101779544769
14,2.0,4.0,0.0,1.0,1.0,1.624210203575563,1.4681262485715492,0.5161695497009732,1.1043079519146501
15,2.0,5.0,0.0,1.0,1.0,6.525735330811483,0.3746236926488249,2.7741877996629234,1.1118462029878304
16,2.0,6.0,0.0,1.0,0.0,4.7164968954594055,1.736820433378847,0.8653872118391128,2.9133386943764124
17,2.0,7.0,0.0,1.0,0.0,5.124288700682512,1.8499202960668508,1.9921667008549464,1.6681925498100938
18,2.0,8.0,0.0,1.0,1.0,5.088192322039311,1.3921634961488665,1.7358089925462985,2.502311246059147
19,2.0,9.0,0.0,1.0,1.0,6.545615346901014,1.0035460056683267,2.10066450432376,2.059725154769489
20,2.0,10.0,0.0,1.0,0.0,5.553393699094383,1.9204835146423564,1.395344401746971,1.3553116915490708
21,2.0,11.0,0.0,1.0,0.0,5.365381445611673,1.719471206682167,2.100359369286892,2.1101252045622223
22,3.0,1.0,1.0,0.0,,,3.2448117642164798,0.7387930991048972,1.8190390960570986
23,3.0,2.0,1.0,0.0,0.0,8.137361586028163,2.6919161265481413,1.5458722866283034,2.756206989596784
24,3.0,3.0,1.0,0.0,1.0,8.458005221046037,3.806165098432547,3.190533531956276,3.246579271613656
25,3.0,4.0,1.0,0.0,0.0,11.050608969049538,2.6836524566262288,3.6942383243043224,2.0359545036611824
26,3.0,5.0,1.0,0.0,0.0,10.263072962854444,2.922772804176805,2.691942905967101,2.0604970004764827
27,3.0,6.0,1.0,0.0,1.0,7.63513363927891,2.9648546189856897,3.0478263819068276,3.777769931779177
28,3.0,7.0,1.0,0.0,1.0,11.540121947545224,3.725417590466797,3.1455366529249544,3.182207437179336
29,3.0,8.0,1.0,0.0,0.0,8.509612554755945,3.2883882098954986,4.294874332673764,4.194111736042313
30,3.0,9.0,1.0,0.0,1.0,13.87036718895736,5.12689277049931,3.9241394108739307,3.953116797246074
31,3.0,10.0,1.0,0.0,1.0,16.758926059273925,2.313849394195616,3.134383578954165,4.1991571208016705
32,3.0,11.0,1.0,0.0,1.0,9.823559390371447,2.881017952559299,3.7336266961015694,3.824211261226653
33,4.0,1.0,1.0,0.0,,,1.2506296245225899,2.962107937044974,-0.560140709497654
34,4.0,2.0,1.0,0.0,1.0,5.716979707564224,0.6809080032550361,1.0284692292892381,2.470349762576977
35,4.0,3.0,1.0,0.0,0.0,5.716765976895159,2.879241597200629,1.8579714882454648,2.2819215206082117
36,4.0,4.0,1.0,0.0,0.0,7.587166640722717,3.109646601005994,3.925466293788217,3.519691196695408
37,4.0,5.0,1.0,0.0,1.0,10.779690226819456,4.23970220109733,4.249468097204091,4.807766811996425
38,4.0,6.0,1.0,0.0,0.0,14.21753050198296,4.070957211172556,4.232486274678925,5.653752295388289
39,4.0,7.0,1.0,0.0,1.0,14.794039949943928,6.873697932099078,4.89441921835778,6.595144915290733
40,4.0,8.0,1.0,0.0,1.0,21.806215959306037,7.14300056221102,6.505592736191763,8.064949546808435
41,4.0,9.0,1.0,0.0,1.0,23.799035591347135,6.427226940840207,6.847125162059849,6.655290115320389
42,4.0,10.0,1.0,0.0,1.0,20.817677889859347,8.09782398800199,5.732473364963477,7.170204467492479
43,4.0,11.0,1.0,0.0,1.0,22.134403436132956,6.6175881211979295,7.135085582339425,8.170639293929105
44,5.0,1.0,0.0,0.0,,,0.17758279598649251,0.11594564533158436,1.6337694423354374
45,5.0,2.0,0.0,0.0,1.0,4.5651259510929965,1.7390817455591323,0.8706621665200741,1.4760202068173054
46,5.0,3.0,0.0,0.0,1.0,5.25838386701799,0.6111653737516662,-0.41928078459942175,-0.3695286496121337
47,5.0,4.0,0.0,0.0,0.0,0.3180598809506152,1.560530540981477,-0.22873970220889334,-0.047929776625412535
48,5.0,5.0,0.0,0.0,1.0,2.7929513248193216,-0.1402617637139269,-0.21192910257973602,-0.5003634281335616
49,5.0,6.0,0.0,0.0,1.0,0.5400341014032264,-1.9394448898960857,-1.4227215067603147,-0.6894601605675119
50,5.0,7.0,0.0,0.0,1.0,-2.4376738153431052,-2.52025257510748,-0.7606712328860792,-1.5041699600422014
51,5.0,8.0,0.0,0.0,1.0,-5.089529932701103,0.40845778293918844,-2.226919136637643,-2.7931374004777547
52,5.0,9.0,0.0,0.0,0.0,-4.147898057323556,-0.06950503153571774,-2.740694355405134,-3.033899722377288
53,5.0,10.0,0.0,0.0,1.0,-5.675090357839355,-1.5164445964758504,-1.1150221347007399,-2.634516275488341
54,5.0,11.0,0.0,0.0,0.0,-6.827112858626985,-2.649679802909751,0.28081768636951665,-1.9161605473523513
55,6.0,1.0,0.0,0.0,,,-0.5998912673140309,0.32757179244956425,-0.37785841792137176
56,6.0,2.0,0.0,0.0,1.0,-0.9357118897060739,1.2095408035366555,0.5450357853183438,-1.4134934061357773
57,6.0,3.0,0.0,0.0,1.0,3.2699601522422013,-0.12335449150160169,-0.3972357631804499,-0.8522782137092114
