,ID,timestamp,z1,z2,action,reward,state1,state2,state3
0,1.0,1.0,0.0,1.0,,,3.1243453636632417,0.8882435863499246,0.9718282477365443
1,1.0,2.0,0.0,1.0,1.0,7.380338678920664,3.0781242254314405,3.6952503228269995,3.129720533306763
2,1.0,3.0,0.0,1.0,0.0,12.299110795944262,3.700922757510778,3.0883660995301065,3.605863560671601
3,1.0,4.0,0.0,1.0,0.0,10.933708669872928,3.9389801644279876,4.4686248704204,4.108136783132738
4,1.0,5.0,0.0,1.0,1.0,14.626809406516397,4.944344001645194,4.277052865485785,4.29072439243301
5,1.0,6.0,0.0,1.0,1.0,16.554782331976106,6.256087472363781,5.131843332005371,4.368492326240249
6,1.0,7.0,0.0,1.0,0.0,16.399039517320688,4.294047112360237,5.830901479607615,4.208606878490168
7,1.0,8.0,0.0,1.0,1.0,16.450192629501963,4.573565901248291,4.328406212159108,5.267567357539148
8,1.0,9.0,0.0,1.0,0.0,14.677915753616972,5.065875863106469,4.059537957170264,3.0548408162012257
9,1.0,10.0,0.0,1.0,0.0,13.315246156999041,1.876757398100131,5.479440563406386,4.946926488058766
10,1.0,11.0,0.0,1.0,1.0,13.044022709698734,4.950769851222071,5.266087112835302,4.678622678040254
11,2.0,1.0,1.0,0.0,,,0.4270313778438295,2.3654076293246784,-0.8015386968802827
12,2.0,2.0,1.0,0.0,0.0,1.3841214404067714,0.014292487374663043,1.8516331629105733,0.5185161597569109
13,2.0,3.0,1.0,0.0,0.0,3.565218233758591,2.385821290804365,0.645447642102372,3.5759451313816397
14,2.0,4.0,1.0,0.0,0.0,5.795796901555177,4.769408685018115,1.703832122031363,0.9256513858449325
15,2.0,5.0,1.0,0.0,0.0,7.509836668328722,2.6480469644332603,2.9830574455400676,2.7151765696894503
16,2.0,6.0,1.0,0.0,1.0,9.30515463148011,3.768506397131608,2.7252468282870934,2.328583922674747
17,2.0,7.0,1.0,0.0,0.0,8.370841180422218,3.721302711643618,3.2736304024230627,2.861516138709267
18,2.0,8.0,1.0,0.0,0.0,11.316363845643144,2.9983417923754048,3.294849501981437,2.3332500530073212
19,2.0,9.0,1.0,0.0,0.0,9.037758542748097,2.7464824976428925,3.451688051483213,2.870293991623203
20,2.0,10.0,1.0,0.0,0.0,9.066605025276779,3.1644636974918137,4.134442034571181,2.6429763796102157
21,2.0,11.0,1.0,0.0,0.0,9.687434887772296,2.976042573525344,3.8396967562374016,4.241928059118
22,3.0,1.0,0.0,0.0,,,2.2448117642164798,-0.2612069008951028,0.8190390960570986
